date,district,cases
2014-07-29,Kambia,0.0
2014-07-29,Tonkolili,0.0
2014-07-30,W/Urban,0.0
2014-07-30,Kenema,0.0
2014-07-30,Kambia,0.0
2014-07-30,Bombali,0.0
2014-07-30,Kono,0.0
2014-07-30,W/Rural,0.0
2014-07-30,Tonkolili,0.0
2014-07-30,Port Loko,0.0
2014-07-30,Mayamba,0.0
2014-07-30,Bonthe,0.0
2014-07-30,Bo,0.0
2014-07-30,Pujehun,0.0
2014-07-30,Kailahun,7.0
2014-07-30,Koinadugu,0.0
2014-07-31,W/Rural,0.0
2014-07-31,Bombali,0.0
2014-07-31,Bo,0.0
2014-07-31,Kono,0.0
2014-07-31,Kailahun,4.0
2014-07-31,Kambia,0.0
2014-07-31,Kenema,3.0
2014-07-31,Koinadugu,0.0
2014-07-31,W/Urban,0.0
2014-07-31,Mayamba,0.0
2014-07-31,Tonkolili,0.0
2014-07-31,Port Loko,2.0
2014-07-31,Bonthe,0.0
2014-07-31,Pujehun,0.0
2014-08-01,Tonkolili,0.0
2014-08-01,Bo,0.0
2014-08-01,Pujehun,0.0
2014-08-01,Kono,0.0
2014-08-01,Kailahun,3.0
2014-08-01,W/Rural,0.0
2014-08-01,W/Urban,0.0
2014-08-01,Bonthe,0.0
2014-08-01,Kenema,5.0
2014-08-01,Port Loko,0.0
2014-08-01,Koinadugu,0.0
2014-08-01,Mayamba,0.0
2014-08-01,Kambia,0.0
2014-08-01,Bombali,0.0
2014-08-02,Bombali,1.0
2014-08-02,Pujehun,0.0
2014-08-02,Kambia,0.0
2014-08-02,Kailahun,1.0
2014-08-02,Port Loko,0.0
2014-08-02,Kenema,4.0
2014-08-02,Bonthe,0.0
2014-08-02,W/Urban,0.0
2014-08-02,Koinadugu,0.0
2014-08-02,Tonkolili,0.0
2014-08-02,Bo,0.0
2014-08-02,W/Rural,0.0
2014-08-02,Kono,0.0
2014-08-02,Mayamba,0.0
2014-08-03,Kono,0.0
2014-08-03,Tonkolili,0.0
2014-08-03,Pujehun,0.0
2014-08-03,Bo,0.0
2014-08-03,W/Rural,0.0
2014-08-03,Koinadugu,0.0
2014-08-03,Port Loko,0.0
2014-08-03,Kenema,5.0
2014-08-03,Kailahun,14.0
2014-08-03,Mayamba,0.0
2014-08-03,W/Urban,0.0
2014-08-03,Bonthe,0.0
2014-08-03,Kambia,0.0
2014-08-03,Bombali,0.0
2014-08-04,Bonthe,0.0
2014-08-04,Kambia,0.0
2014-08-04,Mayamba,0.0
2014-08-04,W/Rural,0.0
2014-08-04,Port Loko,1.0
2014-08-04,Tonkolili,0.0
2014-08-04,Pujehun,0.0
2014-08-04,Kenema,2.0
2014-08-04,Koinadugu,0.0
2014-08-04,Kailahun,13.0
2014-08-04,Bombali,1.0
2014-08-04,Bo,0.0
2014-08-04,Kono,0.0
2014-08-04,W/Urban,0.0
2014-08-05,Kambia,0.0
2014-08-05,Pujehun,0.0
2014-08-05,Tonkolili,0.0
2014-08-05,Bo,0.0
2014-08-05,Bonthe,0.0
2014-08-05,Kono,0.0
2014-08-05,Mayamba,0.0
2014-08-05,Kenema,8.0
2014-08-05,Port Loko,0.0
2014-08-05,Kailahun,7.0
2014-08-05,Bombali,0.0
2014-08-05,W/Rural,0.0
2014-08-05,W/Urban,0.0
2014-08-05,Koinadugu,0.0
2014-08-06,Koinadugu,0.0
2014-08-06,Bombali,0.0
2014-08-06,Port Loko,0.0
2014-08-06,Pujehun,0.0
2014-08-06,Kailahun,9.0
2014-08-06,Mayamba,0.0
2014-08-06,Bo,0.0
2014-08-06,W/Urban,0.0
2014-08-06,Tonkolili,3.0
2014-08-06,W/Rural,0.0
2014-08-06,Kenema,3.0
2014-08-06,Kono,0.0
2014-08-06,Bonthe,0.0
2014-08-06,Kambia,2.0
2014-08-07,Pujehun,0.0
2014-08-07,Koinadugu,0.0
2014-08-07,Bonthe,0.0
2014-08-07,Bo,0.0
2014-08-07,Kenema,4.0
2014-08-07,Mayamba,0.0
2014-08-07,Kambia,2.0
2014-08-07,Bombali,0.0
2014-08-07,W/Urban,1.0
2014-08-07,Port Loko,4.0
2014-08-07,Kono,0.0
2014-08-07,Kailahun,4.0
2014-08-07,Tonkolili,0.0
2014-08-07,W/Rural,0.0
2014-08-08,Bombali,1.0
2014-08-08,Mayamba,0.0
2014-08-08,W/Urban,3.0
2014-08-08,Pujehun,0.0
2014-08-08,Kailahun,4.0
2014-08-08,Koinadugu,0.0
2014-08-08,Kenema,6.0
2014-08-08,Bonthe,0.0
2014-08-08,Tonkolili,0.0
2014-08-08,Bo,0.0
2014-08-08,W/Rural,1.0
2014-08-08,Kono,0.0
2014-08-08,Kambia,0.0
2014-08-08,Port Loko,3.0
2014-08-09,W/Urban,0.0
2014-08-09,Port Loko,1.0
2014-08-09,Kenema,0.0
2014-08-09,W/Rural,0.0
2014-08-09,Koinadugu,0.0
2014-08-09,Pujehun,0.0
2014-08-09,Bonthe,0.0
2014-08-09,Kambia,0.0
2014-08-09,Kailahun,3.0
2014-08-09,Mayamba,0.0
2014-08-09,Kono,0.0
2014-08-09,Bombali,0.0
2014-08-09,Tonkolili,0.0
2014-08-09,Bo,0.0
2014-08-10,W/Rural,0.0
2014-08-10,Port Loko,0.0
2014-08-10,Kono,0.0
2014-08-10,Bombali,1.0
2014-08-10,Bo,2.0
2014-08-10,Kailahun,2.0
2014-08-10,W/Urban,0.0
2014-08-10,Bonthe,0.0
2014-08-10,Koinadugu,0.0
2014-08-10,Tonkolili,0.0
2014-08-10,Mayamba,0.0
2014-08-10,Kenema,11.0
2014-08-10,Pujehun,0.0
2014-08-10,Kambia,0.0
2014-08-11,Tonkolili,0.0
2014-08-11,W/Urban,0.0
2014-08-11,Mayamba,0.0
2014-08-11,Bo,1.0
2014-08-11,Bombali,0.0
2014-08-11,Kambia,0.0
2014-08-11,Kailahun,2.0
2014-08-11,Bonthe,0.0
2014-08-11,W/Rural,0.0
2014-08-11,Koinadugu,0.0
2014-08-11,Kenema,4.0
2014-08-11,Kono,0.0
2014-08-11,Pujehun,0.0
2014-08-11,Port Loko,3.0
2014-08-12,W/Urban,0.0
2014-08-12,Koinadugu,0.0
2014-08-12,Pujehun,0.0
2014-08-12,Kambia,0.0
2014-08-12,Bonthe,0.0
2014-08-12,Tonkolili,1.0
2014-08-12,Kenema,15.0
2014-08-12,Bo,0.0
2014-08-12,Port Loko,2.0
2014-08-12,Kono,0.0
2014-08-12,Kailahun,2.0
2014-08-12,Bombali,1.0
2014-08-12,W/Rural,0.0
2014-08-12,Mayamba,0.0
2014-08-13,Mayamba,0.0
2014-08-13,Bonthe,0.0
2014-08-13,Kenema,9.0
2014-08-13,Kono,0.0
2014-08-13,Kambia,0.0
2014-08-13,Bombali,0.0
2014-08-13,Koinadugu,0.0
2014-08-13,W/Urban,0.0
2014-08-13,Tonkolili,0.0
2014-08-13,W/Rural,0.0
2014-08-13,Bo,0.0
2014-08-13,Port Loko,2.0
2014-08-13,Pujehun,0.0
2014-08-13,Kailahun,0.0
2014-08-14,Mayamba,0.0
2014-08-14,W/Urban,2.0
2014-08-14,Bonthe,0.0
2014-08-14,Kono,0.0
2014-08-14,Port Loko,0.0
2014-08-14,W/Rural,0.0
2014-08-14,Bo,0.0
2014-08-14,Kambia,1.0
2014-08-14,Pujehun,0.0
2014-08-14,Bombali,0.0
2014-08-14,Kenema,1.0
2014-08-14,Koinadugu,0.0
2014-08-14,Kailahun,11.0
2014-08-14,Tonkolili,0.0
2014-08-15,Bombali,0.0
2014-08-15,Kenema,8.0
2014-08-15,W/Urban,0.0
2014-08-15,Mayamba,0.0
2014-08-15,Kailahun,0.0
2014-08-15,Tonkolili,1.0
2014-08-15,Bo,0.0
2014-08-15,W/Rural,3.0
2014-08-15,Bonthe,0.0
2014-08-15,Pujehun,0.0
2014-08-15,Koinadugu,0.0
2014-08-15,Port Loko,2.0
2014-08-15,Kono,0.0
2014-08-15,Kambia,0.0
2014-08-16,Kono,0.0
2014-08-16,Kailahun,0.0
2014-08-16,Tonkolili,0.0
2014-08-16,Kenema,3.0
2014-08-16,Bombali,0.0
2014-08-16,Pujehun,0.0
2014-08-16,Kambia,1.0
2014-08-16,Bo,0.0
2014-08-16,Bonthe,0.0
2014-08-16,W/Urban,4.0
2014-08-16,Koinadugu,0.0
2014-08-16,Mayamba,0.0
2014-08-16,W/Rural,0.0
2014-08-16,Port Loko,2.0
2014-08-17,Bo,0.0
2014-08-17,Port Loko,0.0
2014-08-17,Tonkolili,0.0
2014-08-17,Kenema,4.0
2014-08-17,Mayamba,0.0
2014-08-17,Koinadugu,0.0
2014-08-17,Kono,0.0
2014-08-17,Kambia,0.0
2014-08-17,Bombali,0.0
2014-08-17,W/Urban,1.0
2014-08-17,Pujehun,0.0
2014-08-17,Bonthe,0.0
2014-08-17,W/Rural,0.0
2014-08-17,Kailahun,12.0
2014-08-18,Kono,0.0
2014-08-18,Mayamba,0.0
2014-08-18,Bo,0.0
2014-08-18,Port Loko,0.0
2014-08-18,Tonkolili,0.0
2014-08-18,Pujehun,0.0
2014-08-18,Kambia,0.0
2014-08-18,Bonthe,0.0
2014-08-18,Kailahun,0.0
2014-08-18,W/Urban,0.0
2014-08-18,Bombali,0.0
2014-08-18,Kenema,2.0
2014-08-18,Koinadugu,0.0
2014-08-18,W/Rural,0.0
2014-08-19,Port Loko,0.0
2014-08-19,Kailahun,5.0
2014-08-19,W/Rural,0.0
2014-08-19,Kambia,0.0
2014-08-19,Kono,0.0
2014-08-19,Koinadugu,0.0
2014-08-19,Tonkolili,0.0
2014-08-19,Pujehun,0.0
2014-08-19,Bonthe,0.0
2014-08-19,Bombali,0.0
2014-08-19,W/Urban,0.0
2014-08-19,Mayamba,0.0
2014-08-19,Bo,0.0
2014-08-19,Kenema,0.0
2014-08-20,Koinadugu,0.0
2014-08-20,W/Urban,2.0
2014-08-20,Kailahun,3.0
2014-08-20,W/Rural,0.0
2014-08-20,Port Loko,0.0
2014-08-20,Kono,0.0
2014-08-20,Tonkolili,0.0
2014-08-20,Pujehun,0.0
2014-08-20,Kambia,2.0
2014-08-20,Bonthe,0.0
2014-08-20,Mayamba,0.0
2014-08-20,Bombali,0.0
2014-08-20,Kenema,2.0
2014-08-20,Bo,0.0
2014-08-21,Bonthe,0.0
2014-08-21,Kenema,2.0
2014-08-21,Koinadugu,0.0
2014-08-21,W/Urban,0.0
2014-08-21,W/Rural,0.0
2014-08-21,Kailahun,1.0
2014-08-21,Kambia,0.0
2014-08-21,Port Loko,1.0
2014-08-21,Tonkolili,0.0
2014-08-21,Pujehun,0.0
2014-08-21,Kono,0.0
2014-08-21,Mayamba,0.0
2014-08-21,Bombali,0.0
2014-08-21,Bo,0.0
2014-08-22,Bo,1.0
2014-08-22,W/Rural,1.0
2014-08-22,Kono,0.0
2014-08-22,Mayamba,0.0
2014-08-22,Kambia,0.0
2014-08-22,Kenema,0.0
2014-08-22,Bombali,0.0
2014-08-22,Bonthe,0.0
2014-08-22,Pujehun,0.0
2014-08-22,Tonkolili,0.0
2014-08-22,Port Loko,6.0
2014-08-22,Kailahun,1.0
2014-08-22,Koinadugu,0.0
2014-08-22,W/Urban,0.0
2014-08-23,Kambia,6.0
2014-08-23,Kono,0.0
2014-08-23,Pujehun,2.0
2014-08-23,Tonkolili,1.0
2014-08-23,Port Loko,13.0
2014-08-23,Kailahun,6.0
2014-08-23,W/Rural,5.0
2014-08-23,Koinadugu,0.0
2014-08-23,Kenema,12.0
2014-08-23,Bonthe,0.0
2014-08-23,W/Urban,4.0
2014-08-23,Mayamba,6.0
2014-08-23,Bo,0.0
2014-08-23,Bombali,1.0
2014-08-24,Bo,0.0
2014-08-24,W/Rural,0.0
2014-08-24,Port Loko,7.0
2014-08-24,Pujehun,0.0
2014-08-24,Kono,0.0
2014-08-24,Kambia,0.0
2014-08-24,Kailahun,11.0
2014-08-24,Mayamba,0.0
2014-08-24,Bombali,0.0
2014-08-24,Kenema,5.0
2014-08-24,Tonkolili,0.0
2014-08-24,Bonthe,0.0
2014-08-24,Koinadugu,0.0
2014-08-24,W/Urban,0.0
2014-08-25,Tonkolili,1.0
2014-08-25,Port Loko,0.0
2014-08-25,Kambia,0.0
2014-08-25,Koinadugu,0.0
2014-08-25,Bo,2.0
2014-08-25,Kailahun,12.0
2014-08-25,Bombali,0.0
2014-08-25,Bonthe,0.0
2014-08-25,W/Rural,4.0
2014-08-25,W/Urban,0.0
2014-08-25,Kenema,12.0
2014-08-25,Kono,0.0
2014-08-25,Mayamba,0.0
2014-08-25,Pujehun,0.0
2014-08-26,Bonthe,0.0
2014-08-26,Kono,0.0
2014-08-26,Mayamba,0.0
2014-08-26,Bo,0.0
2014-08-26,Bombali,3.0
2014-08-26,Port Loko,3.0
2014-08-26,Kenema,6.0
2014-08-26,W/Urban,3.0
2014-08-26,Koinadugu,0.0
2014-08-26,W/Rural,1.0
2014-08-26,Kailahun,0.0
2014-08-26,Kambia,0.0
2014-08-26,Tonkolili,1.0
2014-08-26,Pujehun,2.0
2014-08-27,Kenema,2.0
2014-08-27,Bo,0.0
2014-08-27,Kambia,0.0
2014-08-27,Kailahun,0.0
2014-08-27,Mayamba,0.0
2014-08-27,Pujehun,0.0
2014-08-27,W/Urban,4.0
2014-08-27,Bonthe,0.0
2014-08-27,Tonkolili,0.0
2014-08-27,W/Rural,0.0
2014-08-27,Koinadugu,0.0
2014-08-27,Bombali,0.0
2014-08-27,Port Loko,0.0
2014-08-27,Kono,0.0
2014-08-28,Tonkolili,1.0
2014-08-28,W/Rural,8.0
2014-08-28,Kenema,4.0
2014-08-28,Kono,0.0
2014-08-28,Pujehun,0.0
2014-08-28,Kambia,0.0
2014-08-28,W/Urban,3.0
2014-08-28,Koinadugu,0.0
2014-08-28,Bombali,3.0
2014-08-28,Bo,0.0
2014-08-28,Kailahun,8.0
2014-08-28,Bonthe,0.0
2014-08-28,Port Loko,0.0
2014-08-28,Mayamba,0.0
2014-08-29,Kailahun,5.0
2014-08-29,Kono,0.0
2014-08-29,W/Rural,1.0
2014-08-29,Mayamba,0.0
2014-08-29,Kenema,4.0
2014-08-29,W/Urban,3.0
2014-08-29,Koinadugu,0.0
2014-08-29,Bombali,12.0
2014-08-29,Bo,0.0
2014-08-29,Tonkolili,0.0
2014-08-29,Port Loko,5.0
2014-08-29,Pujehun,0.0
2014-08-29,Kambia,0.0
2014-08-29,Bonthe,0.0
2014-08-30,Kambia,0.0
2014-08-30,Tonkolili,0.0
2014-08-30,Mayamba,0.0
2014-08-30,Bombali,0.0
2014-08-30,W/Urban,3.0
2014-08-30,Pujehun,0.0
2014-08-30,Koinadugu,0.0
2014-08-30,Kailahun,4.0
2014-08-30,Port Loko,0.0
2014-08-30,Bo,4.0
2014-08-30,Kenema,3.0
2014-08-30,W/Rural,1.0
2014-08-30,Bonthe,0.0
2014-08-30,Kono,0.0
2014-08-31,W/Urban,6.0
2014-08-31,Pujehun,2.0
2014-08-31,Kono,0.0
2014-08-31,Kailahun,4.0
2014-08-31,Kenema,11.0
2014-08-31,Mayamba,4.0
2014-08-31,W/Rural,3.0
2014-08-31,Kambia,6.0
2014-08-31,Bo,0.0
2014-08-31,Koinadugu,0.0
2014-08-31,Tonkolili,0.0
2014-08-31,Bombali,0.0
2014-08-31,Bonthe,0.0
2014-08-31,Port Loko,8.0
2014-09-01,Mayamba,5.0
2014-09-01,W/Urban,2.0
2014-09-01,Bombali,0.0
2014-09-01,Koinadugu,0.0
2014-09-01,Kailahun,8.0
2014-09-01,Bonthe,0.0
2014-09-01,W/Rural,0.0
2014-09-01,Pujehun,0.0
2014-09-01,Kenema,6.0
2014-09-01,Bo,0.0
2014-09-01,Kambia,5.0
2014-09-01,Tonkolili,0.0
2014-09-01,Kono,3.0
2014-09-01,Port Loko,0.0
2014-09-02,Port Loko,0.0
2014-09-02,Mayamba,0.0
2014-09-02,Kenema,0.0
2014-09-02,Kailahun,1.0
2014-09-02,Koinadugu,0.0
2014-09-02,Tonkolili,0.0
2014-09-02,W/Rural,4.0
2014-09-02,Kambia,0.0
2014-09-02,Kono,0.0
2014-09-02,Bonthe,1.0
2014-09-02,Bo,1.0
2014-09-02,W/Urban,3.0
2014-09-02,Bombali,0.0
2014-09-02,Pujehun,0.0
2014-09-03,Koinadugu,0.0
2014-09-03,Bonthe,0.0
2014-09-03,Kambia,0.0
2014-09-03,Mayamba,0.0
2014-09-03,W/Urban,4.0
2014-09-03,Pujehun,1.0
2014-09-03,Kailahun,10.0
2014-09-03,Port Loko,5.0
2014-09-03,Kono,0.0
2014-09-03,Kenema,9.0
2014-09-03,Tonkolili,0.0
2014-09-03,Bombali,0.0
2014-09-03,Bo,0.0
2014-09-03,W/Rural,1.0
2014-09-04,Koinadugu,0.0
2014-09-04,Kailahun,0.0
2014-09-04,Port Loko,0.0
2014-09-04,Kono,0.0
2014-09-04,Kenema,0.0
2014-09-04,Pujehun,0.0
2014-09-04,W/Rural,0.0
2014-09-04,Bombali,0.0
2014-09-04,Tonkolili,0.0
2014-09-04,Mayamba,0.0
2014-09-04,Bonthe,0.0
2014-09-04,Kambia,0.0
2014-09-04,Bo,0.0
2014-09-04,W/Urban,0.0
2014-09-05,W/Rural,0.0
2014-09-05,Koinadugu,0.0
2014-09-05,Bombali,0.0
2014-09-05,W/Urban,0.0
2014-09-05,Kailahun,0.0
2014-09-05,Kono,0.0
2014-09-05,Port Loko,0.0
2014-09-05,Kambia,0.0
2014-09-05,Kenema,0.0
2014-09-05,Bo,0.0
2014-09-05,Pujehun,0.0
2014-09-05,Tonkolili,0.0
2014-09-05,Bonthe,0.0
2014-09-05,Mayamba,0.0
2014-09-06,Kono,0.0
2014-09-06,Mayamba,0.0
2014-09-06,Kailahun,0.0
2014-09-06,Bonthe,0.0
2014-09-06,Kambia,0.0
2014-09-06,Port Loko,0.0
2014-09-06,W/Urban,0.0
2014-09-06,Bombali,0.0
2014-09-06,Tonkolili,0.0
2014-09-06,Koinadugu,0.0
2014-09-06,Bo,0.0
2014-09-06,W/Rural,0.0
2014-09-06,Pujehun,0.0
2014-09-06,Kenema,0.0
2014-09-07,Port Loko,0.0
2014-09-07,Bo,0.0
2014-09-07,W/Urban,0.0
2014-09-07,Kambia,0.0
2014-09-07,Mayamba,0.0
2014-09-07,Kenema,0.0
2014-09-07,Kono,0.0
2014-09-07,Pujehun,0.0
2014-09-07,Koinadugu,0.0
2014-09-07,Bonthe,0.0
2014-09-07,Kailahun,0.0
2014-09-07,W/Rural,0.0
2014-09-07,Tonkolili,0.0
2014-09-07,Bombali,0.0
2014-09-08,Kenema,0.0
2014-09-08,Tonkolili,0.0
2014-09-08,Kono,0.0
2014-09-08,Koinadugu,0.0
2014-09-08,Bo,0.0
2014-09-08,Bombali,0.0
2014-09-08,W/Urban,0.0
2014-09-08,Port Loko,0.0
2014-09-08,Mayamba,0.0
2014-09-08,Kambia,0.0
2014-09-08,Bonthe,0.0
2014-09-08,Kailahun,0.0
2014-09-08,W/Rural,0.0
2014-09-08,Pujehun,0.0
2014-09-09,Mayamba,0.0
2014-09-09,Kono,0.0
2014-09-09,W/Urban,0.0
2014-09-09,Bonthe,0.0
2014-09-09,Tonkolili,0.0
2014-09-09,Bombali,0.0
2014-09-09,W/Rural,0.0
2014-09-09,Koinadugu,0.0
2014-09-09,Kailahun,0.0
2014-09-09,Port Loko,0.0
2014-09-09,Kenema,0.0
2014-09-09,Bo,0.0
2014-09-09,Kambia,0.0
2014-09-09,Pujehun,0.0
2014-09-10,W/Rural,0.0
2014-09-10,Koinadugu,0.0
2014-09-10,W/Urban,0.0
2014-09-10,Kono,0.0
2014-09-10,Pujehun,0.0
2014-09-10,Port Loko,0.0
2014-09-10,Bonthe,0.0
2014-09-10,Kailahun,0.0
2014-09-10,Bombali,0.0
2014-09-10,Mayamba,0.0
2014-09-10,Bo,0.0
2014-09-10,Kambia,0.0
2014-09-10,Tonkolili,0.0
2014-09-10,Kenema,0.0
2014-09-11,Kambia,0.0
2014-09-11,Tonkolili,0.0
2014-09-11,W/Rural,0.0
2014-09-11,Kailahun,0.0
2014-09-11,Port Loko,0.0
2014-09-11,Pujehun,0.0
2014-09-11,W/Urban,0.0
2014-09-11,Kenema,0.0
2014-09-11,Bombali,0.0
2014-09-11,Bonthe,0.0
2014-09-11,Kono,0.0
2014-09-11,Mayamba,0.0
2014-09-11,Koinadugu,0.0
2014-09-11,Bo,0.0
2014-09-12,W/Rural,0.0
2014-09-12,Bonthe,0.0
2014-09-12,W/Urban,0.0
2014-09-12,Kenema,0.0
2014-09-12,Pujehun,0.0
2014-09-12,Koinadugu,0.0
2014-09-12,Tonkolili,0.0
2014-09-12,Kailahun,0.0
2014-09-12,Mayamba,0.0
2014-09-12,Kono,0.0
2014-09-12,Bo,0.0
2014-09-12,Kambia,0.0
2014-09-12,Port Loko,0.0
2014-09-12,Bombali,0.0
2014-09-13,Bo,0.0
2014-09-13,Pujehun,0.0
2014-09-13,Mayamba,0.0
2014-09-13,Bombali,0.0
2014-09-13,Koinadugu,0.0
2014-09-13,Kenema,0.0
2014-09-13,Bonthe,0.0
2014-09-13,W/Urban,0.0
2014-09-13,Port Loko,0.0
2014-09-13,Kailahun,0.0
2014-09-13,Kono,0.0
2014-09-13,Kambia,0.0
2014-09-13,W/Rural,0.0
2014-09-13,Tonkolili,0.0
2014-09-14,W/Rural,0.0
2014-09-14,Kenema,0.0
2014-09-14,Pujehun,0.0
2014-09-14,Port Loko,0.0
2014-09-14,Bo,0.0
2014-09-14,Kailahun,0.0
2014-09-14,Kono,0.0
2014-09-14,Koinadugu,0.0
2014-09-14,Kambia,0.0
2014-09-14,Mayamba,0.0
2014-09-14,W/Urban,0.0
2014-09-14,Bonthe,0.0
2014-09-14,Tonkolili,0.0
2014-09-14,Bombali,0.0
2014-09-15,Tonkolili,0.0
2014-09-15,Kambia,0.0
2014-09-15,Kono,0.0
2014-09-15,Kailahun,0.0
2014-09-15,W/Urban,0.0
2014-09-15,Port Loko,0.0
2014-09-15,Kenema,0.0
2014-09-15,Bo,0.0
2014-09-15,W/Rural,0.0
2014-09-15,Pujehun,0.0
2014-09-15,Bonthe,0.0
2014-09-15,Mayamba,0.0
2014-09-15,Bombali,0.0
2014-09-15,Koinadugu,0.0
2014-09-16,Bo,0.0
2014-09-16,Kono,0.0
2014-09-16,Bonthe,0.0
2014-09-16,Koinadugu,0.0
2014-09-16,Kailahun,0.0
2014-09-16,Kenema,0.0
2014-09-16,Bombali,0.0
2014-09-16,Mayamba,0.0
2014-09-16,Kambia,0.0
2014-09-16,Tonkolili,0.0
2014-09-16,W/Urban,0.0
2014-09-16,Pujehun,0.0
2014-09-16,W/Rural,0.0
2014-09-16,Port Loko,0.0
2014-09-17,Port Loko,0.0
2014-09-17,Kailahun,0.0
2014-09-17,Bonthe,0.0
2014-09-17,Kenema,0.0
2014-09-17,Koinadugu,0.0
2014-09-17,Bo,0.0
2014-09-17,Bombali,0.0
2014-09-17,W/Urban,0.0
2014-09-17,W/Rural,0.0
2014-09-17,Kambia,0.0
2014-09-17,Tonkolili,0.0
2014-09-17,Pujehun,0.0
2014-09-17,Mayamba,0.0
2014-09-17,Kono,0.0
2014-09-18,W/Urban,0.0
2014-09-18,Kambia,0.0
2014-09-18,Tonkolili,0.0
2014-09-18,Kailahun,0.0
2014-09-18,Kenema,0.0
2014-09-18,Koinadugu,0.0
2014-09-18,Bonthe,0.0
2014-09-18,Port Loko,0.0
2014-09-18,Bo,0.0
2014-09-18,W/Rural,0.0
2014-09-18,Bombali,0.0
2014-09-18,Mayamba,0.0
2014-09-18,Pujehun,0.0
2014-09-18,Kono,0.0
2014-09-19,Kailahun,0.0
2014-09-19,W/Rural,0.0
2014-09-19,W/Urban,0.0
2014-09-19,Koinadugu,0.0
2014-09-19,Kenema,0.0
2014-09-19,Bo,0.0
2014-09-19,Kono,0.0
2014-09-19,Bonthe,0.0
2014-09-19,Port Loko,0.0
2014-09-19,Tonkolili,0.0
2014-09-19,Mayamba,0.0
2014-09-19,Bombali,0.0
2014-09-19,Pujehun,0.0
2014-09-19,Kambia,0.0
2014-09-20,Port Loko,0.0
2014-09-20,Bombali,0.0
2014-09-20,W/Rural,0.0
2014-09-20,Kono,0.0
2014-09-20,Kenema,0.0
2014-09-20,Koinadugu,0.0
2014-09-20,Kambia,0.0
2014-09-20,Pujehun,0.0
2014-09-20,W/Urban,0.0
2014-09-20,Bo,0.0
2014-09-20,Kailahun,0.0
2014-09-20,Tonkolili,0.0
2014-09-20,Bonthe,0.0
2014-09-20,Mayamba,0.0
2014-09-21,Bombali,0.0
2014-09-21,Bo,0.0
2014-09-21,W/Rural,0.0
2014-09-21,Mayamba,0.0
2014-09-21,Bonthe,0.0
2014-09-21,Port Loko,0.0
2014-09-21,Koinadugu,0.0
2014-09-21,W/Urban,0.0
2014-09-21,Kenema,0.0
2014-09-21,Pujehun,0.0
2014-09-21,Kailahun,0.0
2014-09-21,Tonkolili,0.0
2014-09-21,Kambia,0.0
2014-09-21,Kono,0.0
2014-09-22,Tonkolili,0.0
2014-09-22,Kono,0.0
2014-09-22,Mayamba,0.0
2014-09-22,Pujehun,0.0
2014-09-22,W/Rural,0.0
2014-09-22,Port Loko,0.0
2014-09-22,Bonthe,0.0
2014-09-22,Kenema,0.0
2014-09-22,Kambia,0.0
2014-09-22,Kailahun,0.0
2014-09-22,W/Urban,0.0
2014-09-22,Koinadugu,0.0
2014-09-22,Bo,0.0
2014-09-22,Bombali,0.0
2014-09-23,Kambia,0.0
2014-09-23,W/Urban,0.0
2014-09-23,Koinadugu,0.0
2014-09-23,Mayamba,0.0
2014-09-23,Kono,0.0
2014-09-23,Port Loko,0.0
2014-09-23,Kailahun,0.0
2014-09-23,Bonthe,0.0
2014-09-23,Tonkolili,0.0
2014-09-23,Bo,0.0
2014-09-23,W/Rural,0.0
2014-09-23,Bombali,0.0
2014-09-23,Pujehun,0.0
2014-09-23,Kenema,0.0
2014-09-24,Kailahun,0.0
2014-09-24,W/Urban,0.0
2014-09-24,W/Rural,0.0
2014-09-24,Bonthe,0.0
2014-09-24,Kambia,0.0
2014-09-24,Kenema,0.0
2014-09-24,Bo,0.0
2014-09-24,Tonkolili,0.0
2014-09-24,Pujehun,0.0
2014-09-24,Kono,0.0
2014-09-24,Koinadugu,0.0
2014-09-24,Mayamba,0.0
2014-09-24,Port Loko,0.0
2014-09-24,Bombali,0.0
2014-09-25,Bo,0.0
2014-09-25,Bonthe,0.0
2014-09-25,Kailahun,0.0
2014-09-25,W/Rural,0.0
2014-09-25,Tonkolili,0.0
2014-09-25,Kono,0.0
2014-09-25,Bombali,0.0
2014-09-25,Koinadugu,0.0
2014-09-25,Pujehun,0.0
2014-09-25,Mayamba,0.0
2014-09-25,Port Loko,0.0
2014-09-25,Kenema,0.0
2014-09-25,W/Urban,0.0
2014-09-25,Kambia,0.0
2014-09-26,W/Rural,0.0
2014-09-26,Bombali,0.0
2014-09-26,Port Loko,0.0
2014-09-26,Bo,0.0
2014-09-26,Kenema,0.0
2014-09-26,Tonkolili,0.0
2014-09-26,Kono,0.0
2014-09-26,Mayamba,0.0
2014-09-26,Bonthe,0.0
2014-09-26,W/Urban,0.0
2014-09-26,Kailahun,0.0
2014-09-26,Koinadugu,0.0
2014-09-26,Pujehun,0.0
2014-09-26,Kambia,0.0
2014-09-27,Kambia,0.0
2014-09-27,Kailahun,0.0
2014-09-27,Koinadugu,0.0
2014-09-27,Kenema,0.0
2014-09-27,W/Rural,0.0
2014-09-27,Bombali,0.0
2014-09-27,Kono,0.0
2014-09-27,W/Urban,0.0
2014-09-27,Bo,0.0
2014-09-27,Pujehun,0.0
2014-09-27,Bonthe,0.0
2014-09-27,Mayamba,0.0
