date,ISO_3,PAYS,ID_PAYS,region,ID_REGION,cases,deaths,recovered,cases_female,cases_male,cases_unspecified,SOURCE,LIEN SOURCE
2020-05-02,SLE,Sierra Leone,9.0,Western,94.0,0.0,0.0,,0.0,0.0,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-03,SLE,Sierra Leone,9.0,Northern,91.0,1.0,,,,,1.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-03,SLE,Sierra Leone,9.0,Eastern,92.0,0.0,,,0.0,0.0,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-03,SLE,Sierra Leone,9.0,Southern,93.0,0.0,,,0.0,0.0,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-03,SLE,Sierra Leone,9.0,Western,94.0,20.0,,,,,20.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-04,SLE,Sierra Leone,9.0,Northern,91.0,0.0,,,0.0,0.0,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-04,SLE,Sierra Leone,9.0,Eastern,92.0,4.0,,,,,4.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-04,SLE,Sierra Leone,9.0,Southern,93.0,0.0,,,0.0,0.0,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-04,SLE,Sierra Leone,9.0,Western,94.0,17.0,,,,,17.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-05,SLE,Sierra Leone,9.0,Northern,91.0,0.0,,,0.0,0.0,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-05,SLE,Sierra Leone,9.0,Eastern,92.0,0.0,,,0.0,0.0,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-05,SLE,Sierra Leone,9.0,Southern,93.0,0.0,,,0.0,0.0,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-05,SLE,Sierra Leone,9.0,Western,94.0,0.0,,,,,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-06,SLE,Sierra Leone,9.0,Northern,91.0,2.0,,0.0,,,2.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-06,SLE,Sierra Leone,9.0,Eastern,92.0,0.0,,0.0,0.0,0.0,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-06,SLE,Sierra Leone,9.0,Southern,93.0,0.0,,0.0,0.0,0.0,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-06,SLE,Sierra Leone,9.0,Western,94.0,30.0,,0.0,,,30.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-07,SLE,Sierra Leone,9.0,Northern,91.0,1.0,,0.0,,,1.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-07,SLE,Sierra Leone,9.0,Eastern,92.0,0.0,,0.0,0.0,0.0,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-07,SLE,Sierra Leone,9.0,Southern,93.0,1.0,,0.0,,,1.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-07,SLE,Sierra Leone,9.0,Western,94.0,24.0,,0.0,,,24.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-08,SLE,Sierra Leone,9.0,Northern,91.0,4.0,,,,,4.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-08,SLE,Sierra Leone,9.0,Eastern,92.0,0.0,,,0.0,0.0,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-08,SLE,Sierra Leone,9.0,Southern,93.0,6.0,,,,,6.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-08,SLE,Sierra Leone,9.0,Western,94.0,40.0,,,,,40.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-09,SLE,Sierra Leone,9.0,Northern,91.0,0.0,0.0,0.0,0.0,0.0,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-09,SLE,Sierra Leone,9.0,Eastern,92.0,0.0,0.0,0.0,0.0,0.0,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
2020-05-09,SLE,Sierra Leone,9.0,Southern,93.0,0.0,0.0,0.0,,,0.0,Ministry of Health and sanitation,https://twitter.com/mohs_sl?lang=fr
